date,state,category,commodity,pricetype,currency,year,price,CPI,month,msp_year,Year,MSP_Wheat,year_month,Date,Diesel Price,Wheat Price (Indian Rupee per Metric Ton),Diesel ROC,Wheat ROC,Diesel / Wheat Price Ratio,date_x,Rainfall,ANNUAL,JF,MAM,JJAS,OND,index,0
2009-08-15,delhi,cereals and tubers,Wheat,Retail,INR,2009,13.0,10.88,aug,2009,2009-10,1100,2009-08,2009-08-01,93.11,10164.86,0.1147,-0.068,0.0092,2009-08-15,63.8,395.4,10.0,35.2,346.3,4.0,,
2009-08-15,karnataka,cereals and tubers,Wheat,Retail,INR,2009,19.0,10.88,aug,2009,2009-10,1100,2009-08,2009-08-01,93.11,10164.86,0.1147,-0.068,0.0092,2009-08-15,,,,,,,,
2009-08-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,2009,13.0,10.88,aug,2009,2009-10,1100,2009-08,2009-08-01,93.11,10164.86,0.1147,-0.068,0.0092,2009-08-15,,,,,,,,
2009-08-15,maharashtra,cereals and tubers,Wheat,Wholesale,INR,2009,1500.0,10.88,aug,2009,2009-10,1100,2009-08,2009-08-01,93.11,10164.86,0.1147,-0.068,0.0092,2009-08-15,148.2,941.7,1.7,8.9,709.4,221.8,,
2009-08-15,orissa,cereals and tubers,Wheat,Retail,INR,2009,14.0,10.88,aug,2009,2009-10,1100,2009-08,2009-08-01,93.11,10164.86,0.1147,-0.068,0.0092,2009-08-15,286.9,1330.3,2.4,72.0,1122.7,133.2,,
2009-08-15,rajasthan,cereals and tubers,Wheat,Retail,INR,2009,12.0,10.88,aug,2009,2009-10,1100,2009-08,2009-08-01,93.11,10164.86,0.1147,-0.068,0.0092,2009-08-15,,,,,,,,
2009-08-15,tamil nadu,cereals and tubers,Wheat,Retail,INR,2009,19.0,10.88,aug,2009,2009-10,1100,2009-08,2009-08-01,93.11,10164.86,0.1147,-0.068,0.0092,2009-08-15,96.9,928.5,7.9,157.2,280.4,482.9,,
2009-08-15,tamil nadu,cereals and tubers,Wheat,Wholesale,INR,2009,1775.0,10.88,aug,2009,2009-10,1100,2009-08,2009-08-01,93.11,10164.86,0.1147,-0.068,0.0092,2009-08-15,96.9,928.5,7.9,157.2,280.4,482.9,,
2009-08-15,uttar pradesh,cereals and tubers,Wheat,Retail,INR,2009,11.0,10.88,aug,2009,2009-10,1100,2009-08,2009-08-01,93.11,10164.86,0.1147,-0.068,0.0092,2009-08-15,,,,,,,,
2009-09-15,assam,cereals and tubers,Wheat,Retail,INR,2009,14.0,10.88,sep,2009,2009-10,1100,2009-09,2009-09-01,86.95,9256.2,-0.0662,-0.0894,0.0094,2009-09-15,192.3,2068.2,19.5,426.2,1473.5,149.0,,
2009-09-15,bihar,cereals and tubers,Wheat,Retail,INR,2009,11.5,10.88,sep,2009,2009-10,1100,2009-09,2009-09-01,86.95,9256.2,-0.0662,-0.0894,0.0094,2009-09-15,127.6,889.3,0.7,102.5,707.7,78.4,,
2009-09-15,delhi,cereals and tubers,Wheat,Retail,INR,2009,13.0,10.88,sep,2009,2009-10,1100,2009-09,2009-09-01,86.95,9256.2,-0.0662,-0.0894,0.0094,2009-09-15,160.8,395.4,10.0,35.2,346.3,4.0,,
2009-09-15,delhi,cereals and tubers,Wheat,Wholesale,INR,2009,1166.0,10.88,sep,2009,2009-10,1100,2009-09,2009-09-01,86.95,9256.2,-0.0662,-0.0894,0.0094,2009-09-15,160.8,395.4,10.0,35.2,346.3,4.0,,
2009-09-15,karnataka,cereals and tubers,Wheat,Retail,INR,2009,18.0,10.88,sep,2009,2009-10,1100,2009-09,2009-09-01,86.95,9256.2,-0.0662,-0.0894,0.0094,2009-09-15,,,,,,,,
2009-09-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,2009,13.0,10.88,sep,2009,2009-10,1100,2009-09,2009-09-01,86.95,9256.2,-0.0662,-0.0894,0.0094,2009-09-15,,,,,,,,
2009-09-15,maharashtra,cereals and tubers,Wheat,Wholesale,INR,2009,1512.5,10.88,sep,2009,2009-10,1100,2009-09,2009-09-01,86.95,9256.2,-0.0662,-0.0894,0.0094,2009-09-15,162.6,941.7,1.7,8.9,709.4,221.8,,
2009-09-15,orissa,cereals and tubers,Wheat,Retail,INR,2009,14.0,10.88,sep,2009,2009-10,1100,2009-09,2009-09-01,86.95,9256.2,-0.0662,-0.0894,0.0094,2009-09-15,162.5,1330.3,2.4,72.0,1122.7,133.2,,
2009-09-15,rajasthan,cereals and tubers,Wheat,Retail,INR,2009,12.5,10.88,sep,2009,2009-10,1100,2009-09,2009-09-01,86.95,9256.2,-0.0662,-0.0894,0.0094,2009-09-15,,,,,,,,
2009-09-15,tamil nadu,cereals and tubers,Wheat,Retail,INR,2009,19.0,10.88,sep,2009,2009-10,1100,2009-09,2009-09-01,86.95,9256.2,-0.0662,-0.0894,0.0094,2009-09-15,114.4,928.5,7.9,157.2,280.4,482.9,,
2009-09-15,tamil nadu,cereals and tubers,Wheat,Wholesale,INR,2009,1800.0,10.88,sep,2009,2009-10,1100,2009-09,2009-09-01,86.95,9256.2,-0.0662,-0.0894,0.0094,2009-09-15,114.4,928.5,7.9,157.2,280.4,482.9,,
2009-09-15,uttar pradesh,cereals and tubers,Wheat,Retail,INR,2009,11.0,10.88,sep,2009,2009-10,1100,2009-09,2009-09-01,86.95,9256.2,-0.0662,-0.0894,0.0094,2009-09-15,,,,,,,,
2009-10-15,assam,cereals and tubers,Wheat,Retail,INR,2009,14.0,10.88,oct,2009,2009-10,1100,2009-10,2009-10-01,92.6,9290.48,0.065,0.0037,0.01,2009-10-15,135.9,2068.2,19.5,426.2,1473.5,149.0,,
2009-10-15,bihar,cereals and tubers,Wheat,Retail,INR,2009,12.0,10.88,oct,2009,2009-10,1100,2009-10,2009-10-01,92.6,9290.48,0.065,0.0037,0.01,2009-10-15,72.6,889.3,0.7,102.5,707.7,78.4,,
2009-10-15,delhi,cereals and tubers,Wheat,Retail,INR,2009,14.0,10.88,oct,2009,2009-10,1100,2009-10,2009-10-01,92.6,9290.48,0.065,0.0037,0.01,2009-10-15,2.5,395.4,10.0,35.2,346.3,4.0,,
2009-10-15,delhi,cereals and tubers,Wheat,Wholesale,INR,2009,1242.37,10.88,oct,2009,2009-10,1100,2009-10,2009-10-01,92.6,9290.48,0.065,0.0037,0.01,2009-10-15,2.5,395.4,10.0,35.2,346.3,4.0,,
2009-10-15,gujarat,cereals and tubers,Wheat,Retail,INR,2009,14.0,10.88,oct,2009,2009-10,1100,2009-10,2009-10-01,92.6,9290.48,0.065,0.0037,0.01,2009-10-15,27.4,641.6,0.0,0.3,605.7,35.5,,
2009-10-15,karnataka,cereals and tubers,Wheat,Retail,INR,2009,17.0,10.88,oct,2009,2009-10,1100,2009-10,2009-10-01,92.6,9290.48,0.065,0.0037,0.01,2009-10-15,,,,,,,,
2009-10-15,kerala,cereals and tubers,Wheat,Retail,INR,2009,22.0,10.88,oct,2009,2009-10,1100,2009-10,2009-10-01,92.6,9290.48,0.065,0.0037,0.01,2009-10-15,205.2,2810.6,4.8,323.1,1958.9,523.8,,
2009-10-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,2009,13.0,10.88,oct,2009,2009-10,1100,2009-10,2009-10-01,92.6,9290.48,0.065,0.0037,0.01,2009-10-15,,,,,,,,
2009-10-15,maharashtra,cereals and tubers,Wheat,Retail,INR,2009,17.5,10.88,oct,2009,2009-10,1100,2009-10,2009-10-01,92.6,9290.48,0.065,0.0037,0.01,2009-10-15,96.2,941.7,1.7,8.9,709.4,221.8,,
2009-10-15,maharashtra,cereals and tubers,Wheat,Wholesale,INR,2009,1516.67,10.88,oct,2009,2009-10,1100,2009-10,2009-10-01,92.6,9290.48,0.065,0.0037,0.01,2009-10-15,96.2,941.7,1.7,8.9,709.4,221.8,,
2009-10-15,rajasthan,cereals and tubers,Wheat,Retail,INR,2009,12.5,10.88,oct,2009,2009-10,1100,2009-10,2009-10-01,92.6,9290.48,0.065,0.0037,0.01,2009-10-15,,,,,,,,
2009-10-15,tamil nadu,cereals and tubers,Wheat,Retail,INR,2009,19.0,10.88,oct,2009,2009-10,1100,2009-10,2009-10-01,92.6,9290.48,0.065,0.0037,0.01,2009-10-15,62.1,928.5,7.9,157.2,280.4,482.9,,
2009-10-15,tamil nadu,cereals and tubers,Wheat,Wholesale,INR,2009,1865.0,10.88,oct,2009,2009-10,1100,2009-10,2009-10-01,92.6,9290.48,0.065,0.0037,0.01,2009-10-15,62.1,928.5,7.9,157.2,280.4,482.9,,
2009-10-15,telangana,cereals and tubers,Wheat,Retail,INR,2009,17.0,10.88,oct,2009,2009-10,1100,2009-10,2009-10-01,92.6,9290.48,0.065,0.0037,0.01,2009-10-15,69.5,666.3,0.0,19.8,546.2,100.3,,
2009-10-15,uttar pradesh,cereals and tubers,Wheat,Retail,INR,2009,11.0,10.88,oct,2009,2009-10,1100,2009-10,2009-10-01,92.6,9290.48,0.065,0.0037,0.01,2009-10-15,,,,,,,,
2009-11-15,assam,cereals and tubers,Wheat,Retail,INR,2009,16.0,10.88,nov,2009,2009-10,1100,2009-11,2009-11-01,93.04,9827.92,0.0048,0.0578,0.0095,2009-11-15,9.0,2068.2,19.5,426.2,1473.5,149.0,,
2009-11-15,bihar,cereals and tubers,Wheat,Retail,INR,2009,13.0,10.88,nov,2009,2009-10,1100,2009-11,2009-11-01,93.04,9827.92,0.0048,0.0578,0.0095,2009-11-15,5.1,889.3,0.7,102.5,707.7,78.4,,
2009-11-15,bihar,cereals and tubers,Wheat,Wholesale,INR,2009,1116.67,10.88,nov,2009,2009-10,1100,2009-11,2009-11-01,93.04,9827.92,0.0048,0.0578,0.0095,2009-11-15,5.1,889.3,0.7,102.5,707.7,78.4,,
2009-11-15,delhi,cereals and tubers,Wheat,Retail,INR,2009,15.0,10.88,nov,2009,2009-10,1100,2009-11,2009-11-01,93.04,9827.92,0.0048,0.0578,0.0095,2009-11-15,1.1,395.4,10.0,35.2,346.3,4.0,,
2009-11-15,delhi,cereals and tubers,Wheat,Wholesale,INR,2009,1382.19,10.88,nov,2009,2009-10,1100,2009-11,2009-11-01,93.04,9827.92,0.0048,0.0578,0.0095,2009-11-15,1.1,395.4,10.0,35.2,346.3,4.0,,
2009-11-15,kerala,cereals and tubers,Wheat,Retail,INR,2009,25.0,10.88,nov,2009,2009-10,1100,2009-11,2009-11-01,93.04,9827.92,0.0048,0.0578,0.0095,2009-11-15,274.4,2810.6,4.8,323.1,1958.9,523.8,,
2009-11-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,2009,15.0,10.88,nov,2009,2009-10,1100,2009-11,2009-11-01,93.04,9827.92,0.0048,0.0578,0.0095,2009-11-15,,,,,,,,
2009-11-15,maharashtra,cereals and tubers,Wheat,Retail,INR,2009,19.0,10.88,nov,2009,2009-10,1100,2009-11,2009-11-01,93.04,9827.92,0.0048,0.0578,0.0095,2009-11-15,121.3,941.7,1.7,8.9,709.4,221.8,,
2009-11-15,maharashtra,cereals and tubers,Wheat,Wholesale,INR,2009,1833.33,10.88,nov,2009,2009-10,1100,2009-11,2009-11-01,93.04,9827.92,0.0048,0.0578,0.0095,2009-11-15,121.3,941.7,1.7,8.9,709.4,221.8,,
2009-11-15,orissa,cereals and tubers,Wheat,Retail,INR,2009,15.0,10.88,nov,2009,2009-10,1100,2009-11,2009-11-01,93.04,9827.92,0.0048,0.0578,0.0095,2009-11-15,27.3,1330.3,2.4,72.0,1122.7,133.2,,
2009-11-15,rajasthan,cereals and tubers,Wheat,Retail,INR,2009,12.5,10.88,nov,2009,2009-10,1100,2009-11,2009-11-01,93.04,9827.92,0.0048,0.0578,0.0095,2009-11-15,,,,,,,,
2009-11-15,tamil nadu,cereals and tubers,Wheat,Retail,INR,2009,21.0,10.88,nov,2009,2009-10,1100,2009-11,2009-11-01,93.04,9827.92,0.0048,0.0578,0.0095,2009-11-15,314.7,928.5,7.9,157.2,280.4,482.9,,
2009-11-15,tamil nadu,cereals and tubers,Wheat,Wholesale,INR,2009,1928.5,10.88,nov,2009,2009-10,1100,2009-11,2009-11-01,93.04,9827.92,0.0048,0.0578,0.0095,2009-11-15,314.7,928.5,7.9,157.2,280.4,482.9,,
2009-11-15,telangana,cereals and tubers,Wheat,Retail,INR,2009,17.0,10.88,nov,2009,2009-10,1100,2009-11,2009-11-01,93.04,9827.92,0.0048,0.0578,0.0095,2009-11-15,29.6,666.3,0.0,19.8,546.2,100.3,,
2009-11-15,uttar pradesh,cereals and tubers,Wheat,Retail,INR,2009,13.5,10.88,nov,2009,2009-10,1100,2009-11,2009-11-01,93.04,9827.92,0.0048,0.0578,0.0095,2009-11-15,,,,,,,,
2009-12-15,assam,cereals and tubers,Wheat,Retail,INR,2009,16.0,10.88,dec,2009,2009-10,1100,2009-12,2009-12-01,92.33,9617.44,-0.0077,-0.0214,0.0096,2009-12-15,4.0,2068.2,19.5,426.2,1473.5,149.0,,
2009-12-15,bihar,cereals and tubers,Wheat,Retail,INR,2009,13.0,10.88,dec,2009,2009-10,1100,2009-12,2009-12-01,92.33,9617.44,-0.0077,-0.0214,0.0096,2009-12-15,0.8,889.3,0.7,102.5,707.7,78.4,,
2009-12-15,bihar,cereals and tubers,Wheat,Wholesale,INR,2009,1225.0,10.88,dec,2009,2009-10,1100,2009-12,2009-12-01,92.33,9617.44,-0.0077,-0.0214,0.0096,2009-12-15,0.8,889.3,0.7,102.5,707.7,78.4,,
2009-12-15,delhi,cereals and tubers,Wheat,Retail,INR,2009,15.0,10.88,dec,2009,2009-10,1100,2009-12,2009-12-01,92.33,9617.44,-0.0077,-0.0214,0.0096,2009-12-15,0.4,395.4,10.0,35.2,346.3,4.0,,
2009-12-15,delhi,cereals and tubers,Wheat,Wholesale,INR,2009,1383.24,10.88,dec,2009,2009-10,1100,2009-12,2009-12-01,92.33,9617.44,-0.0077,-0.0214,0.0096,2009-12-15,0.4,395.4,10.0,35.2,346.3,4.0,,
2009-12-15,gujarat,cereals and tubers,Wheat,Retail,INR,2009,17.0,10.88,dec,2009,2009-10,1100,2009-12,2009-12-01,92.33,9617.44,-0.0077,-0.0214,0.0096,2009-12-15,0.0,641.6,0.0,0.3,605.7,35.5,,
2009-12-15,karnataka,cereals and tubers,Wheat,Retail,INR,2009,22.0,10.88,dec,2009,2009-10,1100,2009-12,2009-12-01,92.33,9617.44,-0.0077,-0.0214,0.0096,2009-12-15,,,,,,,,
2009-12-15,kerala,cereals and tubers,Wheat,Retail,INR,2009,25.0,10.88,dec,2009,2009-10,1100,2009-12,2009-12-01,92.33,9617.44,-0.0077,-0.0214,0.0096,2009-12-15,44.2,2810.6,4.8,323.1,1958.9,523.8,,
2009-12-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,2009,15.0,10.88,dec,2009,2009-10,1100,2009-12,2009-12-01,92.33,9617.44,-0.0077,-0.0214,0.0096,2009-12-15,,,,,,,,
2009-12-15,maharashtra,cereals and tubers,Wheat,Retail,INR,2009,20.0,10.88,dec,2009,2009-10,1100,2009-12,2009-12-01,92.33,9617.44,-0.0077,-0.0214,0.0096,2009-12-15,4.3,941.7,1.7,8.9,709.4,221.8,,
2009-12-15,maharashtra,cereals and tubers,Wheat,Wholesale,INR,2009,1838.67,10.88,dec,2009,2009-10,1100,2009-12,2009-12-01,92.33,9617.44,-0.0077,-0.0214,0.0096,2009-12-15,4.3,941.7,1.7,8.9,709.4,221.8,,
2009-12-15,orissa,cereals and tubers,Wheat,Retail,INR,2009,16.0,10.88,dec,2009,2009-10,1100,2009-12,2009-12-01,92.33,9617.44,-0.0077,-0.0214,0.0096,2009-12-15,0.1,1330.3,2.4,72.0,1122.7,133.2,,
2009-12-15,rajasthan,cereals and tubers,Wheat,Retail,INR,2009,12.5,10.88,dec,2009,2009-10,1100,2009-12,2009-12-01,92.33,9617.44,-0.0077,-0.0214,0.0096,2009-12-15,,,,,,,,
2009-12-15,tamil nadu,cereals and tubers,Wheat,Retail,INR,2009,21.0,10.88,dec,2009,2009-10,1100,2009-12,2009-12-01,92.33,9617.44,-0.0077,-0.0214,0.0096,2009-12-15,106.2,928.5,7.9,157.2,280.4,482.9,,
2009-12-15,tamil nadu,cereals and tubers,Wheat,Wholesale,INR,2009,1935.2,10.88,dec,2009,2009-10,1100,2009-12,2009-12-01,92.33,9617.44,-0.0077,-0.0214,0.0096,2009-12-15,106.2,928.5,7.9,157.2,280.4,482.9,,
2009-12-15,telangana,cereals and tubers,Wheat,Retail,INR,2009,17.0,10.88,dec,2009,2009-10,1100,2009-12,2009-12-01,92.33,9617.44,-0.0077,-0.0214,0.0096,2009-12-15,1.2,666.3,0.0,19.8,546.2,100.3,,
2009-12-15,uttar pradesh,cereals and tubers,Wheat,Retail,INR,2009,13.5,10.88,dec,2009,2009-10,1100,2009-12,2009-12-01,92.33,9617.44,-0.0077,-0.0214,0.0096,2009-12-15,,,,,,,,
2010-01-15,assam,cereals and tubers,Wheat,Retail,INR,2010,17.0,11.99,jan,2009,2009-10,1100,2010-01,2010-01-01,94.88,9240.02,0.0277,-0.0392,0.0103,2010-01-15,0.5,2711.5,3.7,882.3,1690.2,135.3,,
2010-01-15,bihar,cereals and tubers,Wheat,Retail,INR,2010,14.0,11.99,jan,2009,2009-10,1100,2010-01,2010-01-01,94.88,9240.02,0.0277,-0.0392,0.0103,2010-01-15,0.1,629.2,1.3,51.1,536.2,40.7,,
2010-01-15,bihar,cereals and tubers,Wheat,Wholesale,INR,2010,1250.0,11.99,jan,2009,2009-10,1100,2010-01,2010-01-01,94.88,9240.02,0.0277,-0.0392,0.0103,2010-01-15,0.1,629.2,1.3,51.1,536.2,40.7,,
2010-01-15,delhi,cereals and tubers,Wheat,Retail,INR,2010,16.0,11.99,jan,2009,2009-10,1100,2010-01,2010-01-01,94.88,9240.02,0.0277,-0.0392,0.0103,2010-01-15,4.8,640.5,15.0,7.2,600.8,17.5,,
2010-01-15,delhi,cereals and tubers,Wheat,Wholesale,INR,2010,1368.93,11.99,jan,2009,2009-10,1100,2010-01,2010-01-01,94.88,9240.02,0.0277,-0.0392,0.0103,2010-01-15,4.8,640.5,15.0,7.2,600.8,17.5,,
2010-01-15,gujarat,cereals and tubers,Wheat,Retail,INR,2010,16.0,11.99,jan,2009,2009-10,1100,2010-01,2010-01-01,94.88,9240.02,0.0277,-0.0392,0.0103,2010-01-15,0.2,1088.7,0.2,0.0,1035.0,53.4,,
2010-01-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,2010,16.0,11.99,jan,2009,2009-10,1100,2010-01,2010-01-01,94.88,9240.02,0.0277,-0.0392,0.0103,2010-01-15,,,,,,,,
2010-01-15,maharashtra,cereals and tubers,Wheat,Retail,INR,2010,21.0,11.99,jan,2009,2009-10,1100,2010-01,2010-01-01,94.88,9240.02,0.0277,-0.0392,0.0103,2010-01-15,2.9,1027.5,3.0,8.6,865.3,150.6,,
2010-01-15,maharashtra,cereals and tubers,Wheat,Wholesale,INR,2010,1792.85,11.99,jan,2009,2009-10,1100,2010-01,2010-01-01,94.88,9240.02,0.0277,-0.0392,0.0103,2010-01-15,2.9,1027.5,3.0,8.6,865.3,150.6,,
2010-01-15,tamil nadu,cereals and tubers,Wheat,Wholesale,INR,2010,1980.25,11.99,jan,2009,2009-10,1100,2010-01,2010-01-01,94.88,9240.02,0.0277,-0.0392,0.0103,2010-01-15,11.8,1095.2,11.9,116.7,365.4,601.2,,
2010-01-15,telangana,cereals and tubers,Wheat,Retail,INR,2010,17.0,11.99,jan,2009,2009-10,1100,2010-01,2010-01-01,94.88,9240.02,0.0277,-0.0392,0.0103,2010-01-15,10.3,1276.4,15.5,32.0,1080.4,148.5,,
2010-01-15,uttar pradesh,cereals and tubers,Wheat,Retail,INR,2010,13.0,11.99,jan,2009,2009-10,1100,2010-01,2010-01-01,94.88,9240.02,0.0277,-0.0392,0.0103,2010-01-15,,,,,,,,
2010-02-15,bihar,cereals and tubers,Wheat,Retail,INR,2010,13.0,11.99,feb,2009,2009-10,1100,2010-02,2010-02-01,94.27,8987.2,-0.0064,-0.0274,0.0105,2010-02-15,1.1,629.2,1.3,51.1,536.2,40.7,,
2010-02-15,bihar,cereals and tubers,Wheat,Wholesale,INR,2010,1250.0,11.99,feb,2009,2009-10,1100,2010-02,2010-02-01,94.27,8987.2,-0.0064,-0.0274,0.0105,2010-02-15,1.1,629.2,1.3,51.1,536.2,40.7,,
2010-02-15,delhi,cereals and tubers,Wheat,Retail,INR,2010,15.0,11.99,feb,2009,2009-10,1100,2010-02,2010-02-01,94.27,8987.2,-0.0064,-0.0274,0.0105,2010-02-15,10.2,640.5,15.0,7.2,600.8,17.5,,
2010-02-15,delhi,cereals and tubers,Wheat,Wholesale,INR,2010,1406.84,11.99,feb,2009,2009-10,1100,2010-02,2010-02-01,94.27,8987.2,-0.0064,-0.0274,0.0105,2010-02-15,10.2,640.5,15.0,7.2,600.8,17.5,,
2010-02-15,gujarat,cereals and tubers,Wheat,Retail,INR,2010,13.0,11.99,feb,2009,2009-10,1100,2010-02,2010-02-01,94.27,8987.2,-0.0064,-0.0274,0.0105,2010-02-15,0.0,1088.7,0.2,0.0,1035.0,53.4,,
2010-02-15,himachal pradesh,cereals and tubers,Wheat,Retail,INR,2010,15.0,11.99,feb,2009,2009-10,1100,2010-02,2010-02-01,94.27,8987.2,-0.0064,-0.0274,0.0105,2010-02-15,96.6,1259.4,122.1,186.8,851.2,99.4,,
2010-02-15,karnataka,cereals and tubers,Wheat,Retail,INR,2010,20.0,11.99,feb,2009,2009-10,1100,2010-02,2010-02-01,94.27,8987.2,-0.0064,-0.0274,0.0105,2010-02-15,,,,,,,,
2010-02-15,kerala,cereals and tubers,Wheat,Retail,INR,2010,21.4,11.99,feb,2009,2009-10,1100,2010-02,2010-02-01,94.27,8987.2,-0.0064,-0.0274,0.0105,2010-02-15,1.0,3131.8,19.6,360.9,1928.0,823.3,,
2010-02-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,2010,11.0,11.99,feb,2009,2009-10,1100,2010-02,2010-02-01,94.27,8987.2,-0.0064,-0.0274,0.0105,2010-02-15,,,,,,,,
2010-02-15,maharashtra,cereals and tubers,Wheat,Retail,INR,2010,19.0,11.99,feb,2009,2009-10,1100,2010-02,2010-02-01,94.27,8987.2,-0.0064,-0.0274,0.0105,2010-02-15,0.1,1027.5,3.0,8.6,865.3,150.6,,
2010-02-15,maharashtra,cereals and tubers,Wheat,Wholesale,INR,2010,1723.0,11.99,feb,2009,2009-10,1100,2010-02,2010-02-01,94.27,8987.2,-0.0064,-0.0274,0.0105,2010-02-15,0.1,1027.5,3.0,8.6,865.3,150.6,,
2010-02-15,rajasthan,cereals and tubers,Wheat,Retail,INR,2010,13.0,11.99,feb,2009,2009-10,1100,2010-02,2010-02-01,94.27,8987.2,-0.0064,-0.0274,0.0105,2010-02-15,,,,,,,,
2010-02-15,tamil nadu,cereals and tubers,Wheat,Wholesale,INR,2010,1983.0,11.99,feb,2009,2009-10,1100,2010-02,2010-02-01,94.27,8987.2,-0.0064,-0.0274,0.0105,2010-02-15,0.2,1095.2,11.9,116.7,365.4,601.2,,
2010-03-15,bihar,cereals and tubers,Wheat,Wholesale,INR,2010,1242.86,11.99,mar,2010,2010-11,1170,2010-03,2010-03-01,98.23,8693.76,0.042,-0.0327,0.0113,2010-03-15,0.2,629.2,1.3,51.1,536.2,40.7,,
2010-03-15,delhi,cereals and tubers,Wheat,Retail,INR,2010,15.0,11.99,mar,2010,2010-11,1170,2010-03,2010-03-01,98.23,8693.76,0.042,-0.0327,0.0113,2010-03-15,0.5,640.5,15.0,7.2,600.8,17.5,,
2010-03-15,delhi,cereals and tubers,Wheat,Wholesale,INR,2010,1376.84,11.99,mar,2010,2010-11,1170,2010-03,2010-03-01,98.23,8693.76,0.042,-0.0327,0.0113,2010-03-15,0.5,640.5,15.0,7.2,600.8,17.5,,
2010-03-15,gujarat,cereals and tubers,Wheat,Retail,INR,2010,16.0,11.99,mar,2010,2010-11,1170,2010-03,2010-03-01,98.23,8693.76,0.042,-0.0327,0.0113,2010-03-15,0.0,1088.7,0.2,0.0,1035.0,53.4,,
2010-03-15,karnataka,cereals and tubers,Wheat,Retail,INR,2010,19.0,11.99,mar,2010,2010-11,1170,2010-03,2010-03-01,98.23,8693.76,0.042,-0.0327,0.0113,2010-03-15,,,,,,,,
2010-03-15,kerala,cereals and tubers,Wheat,Retail,INR,2010,25.0,11.99,mar,2010,2010-11,1170,2010-03,2010-03-01,98.23,8693.76,0.042,-0.0327,0.0113,2010-03-15,31.4,3131.8,19.6,360.9,1928.0,823.3,,
2010-03-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,2010,16.0,11.99,mar,2010,2010-11,1170,2010-03,2010-03-01,98.23,8693.76,0.042,-0.0327,0.0113,2010-03-15,,,,,,,,
2010-03-15,maharashtra,cereals and tubers,Wheat,Retail,INR,2010,19.5,11.99,mar,2010,2010-11,1170,2010-03,2010-03-01,98.23,8693.76,0.042,-0.0327,0.0113,2010-03-15,0.9,1027.5,3.0,8.6,865.3,150.6,,
2010-03-15,maharashtra,cereals and tubers,Wheat,Wholesale,INR,2010,1630.35,11.99,mar,2010,2010-11,1170,2010-03,2010-03-01,98.23,8693.76,0.042,-0.0327,0.0113,2010-03-15,0.9,1027.5,3.0,8.6,865.3,150.6,,
2010-03-15,orissa,cereals and tubers,Wheat,Retail,INR,2010,16.0,11.99,mar,2010,2010-11,1170,2010-03,2010-03-01,98.23,8693.76,0.042,-0.0327,0.0113,2010-03-15,5.6,1291.9,9.9,106.4,969.9,205.7,,
2010-03-15,rajasthan,cereals and tubers,Wheat,Retail,INR,2010,14.0,11.99,mar,2010,2010-11,1170,2010-03,2010-03-01,98.23,8693.76,0.042,-0.0327,0.0113,2010-03-15,,,,,,,,
2010-03-15,tamil nadu,cereals and tubers,Wheat,Wholesale,INR,2010,1972.0,11.99,mar,2010,2010-11,1170,2010-03,2010-03-01,98.23,8693.76,0.042,-0.0327,0.0113,2010-03-15,1.9,1095.2,11.9,116.7,365.4,601.2,,
2010-03-15,telangana,cereals and tubers,Wheat,Retail,INR,2010,17.0,11.99,mar,2010,2010-11,1170,2010-03,2010-03-01,98.23,8693.76,0.042,-0.0327,0.0113,2010-03-15,1.5,1276.4,15.5,32.0,1080.4,148.5,,
2010-03-15,uttar pradesh,cereals and tubers,Wheat,Retail,INR,2010,13.5,11.99,mar,2010,2010-11,1170,2010-03,2010-03-01,98.23,8693.76,0.042,-0.0327,0.0113,2010-03-15,,,,,,,,
2010-04-15,assam,cereals and tubers,Wheat,Retail,INR,2010,15.0,11.99,apr,2010,2010-11,1170,2010-04,2010-04-01,101.64,8582.51,0.0347,-0.0128,0.0118,2010-04-15,389.3,2711.5,3.7,882.3,1690.2,135.3,,
2010-04-15,delhi,cereals and tubers,Wheat,Retail,INR,2010,13.0,11.99,apr,2010,2010-11,1170,2010-04,2010-04-01,101.64,8582.51,0.0347,-0.0128,0.0118,2010-04-15,0.8,640.5,15.0,7.2,600.8,17.5,,
2010-04-15,delhi,cereals and tubers,Wheat,Wholesale,INR,2010,1253.75,11.99,apr,2010,2010-11,1170,2010-04,2010-04-01,101.64,8582.51,0.0347,-0.0128,0.0118,2010-04-15,0.8,640.5,15.0,7.2,600.8,17.5,,
2010-04-15,gujarat,cereals and tubers,Wheat,Retail,INR,2010,13.0,11.99,apr,2010,2010-11,1170,2010-04,2010-04-01,101.64,8582.51,0.0347,-0.0128,0.0118,2010-04-15,0.0,1088.7,0.2,0.0,1035.0,53.4,,
