date,state,category,commodity,pricetype,currency,year,price,CPI,month,msp_year,Year,MSP_Wheat,year_month,Date,Diesel Price,Wheat Price (Indian Rupee per Metric Ton),Diesel ROC,Wheat ROC,Diesel / Wheat Price Ratio,date_x,Rainfall,ANNUAL,JF,MAM,JJAS,OND,index,0
1994-01-15,delhi,cereals and tubers,Wheat,Retail,INR,1994,5.0,10.25,jan,1993,1993-94,350,1994-01,,,,,,,1994-01-15,20.1,564.4,31.4,16.7,515.9,0.3,,
1994-01-15,gujarat,cereals and tubers,Wheat,Retail,INR,1994,6.2,10.25,jan,1993,1993-94,350,1994-01,,,,,,,1994-01-15,7.2,1534.5,7.2,0.2,1525.1,2.1,,
1994-01-15,karnataka,cereals and tubers,Wheat,Retail,INR,1994,7.0,10.25,jan,1993,1993-94,350,1994-01,,,,,,,1994-01-15,,,,,,,,
1994-01-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,1994,4.5,10.25,jan,1993,1993-94,350,1994-01,,,,,,,1994-01-15,,,,,,,,
1994-01-15,maharashtra,cereals and tubers,Wheat,Retail,INR,1994,8.0,10.25,jan,1993,1993-94,350,1994-01,,,,,,,1994-01-15,3.1,1021.5,3.2,46.2,893.4,78.8,,
1994-01-15,orissa,cereals and tubers,Wheat,Retail,INR,1994,5.0,10.25,jan,1993,1993-94,350,1994-01,,,,,,,1994-01-15,4.1,1744.6,32.6,100.6,1529.9,81.5,,
1994-02-15,delhi,cereals and tubers,Wheat,Retail,INR,1994,5.2,10.25,feb,1993,1993-94,350,1994-02,,,,,,,1994-02-15,11.3,564.4,31.4,16.7,515.9,0.3,,
1994-02-15,gujarat,cereals and tubers,Wheat,Retail,INR,1994,6.0,10.25,feb,1993,1993-94,350,1994-02,,,,,,,1994-02-15,0.0,1534.5,7.2,0.2,1525.1,2.1,,
1994-02-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,1994,4.6,10.25,feb,1993,1993-94,350,1994-02,,,,,,,1994-02-15,,,,,,,,
1994-02-15,maharashtra,cereals and tubers,Wheat,Retail,INR,1994,8.0,10.25,feb,1993,1993-94,350,1994-02,,,,,,,1994-02-15,0.1,1021.5,3.2,46.2,893.4,78.8,,
1994-02-15,orissa,cereals and tubers,Wheat,Retail,INR,1994,5.0,10.25,feb,1993,1993-94,350,1994-02,,,,,,,1994-02-15,28.6,1744.6,32.6,100.6,1529.9,81.5,,
1994-02-15,rajasthan,cereals and tubers,Wheat,Retail,INR,1994,5.25,10.25,feb,1993,1993-94,350,1994-02,,,,,,,1994-02-15,,,,,,,,
1994-03-15,delhi,cereals and tubers,Wheat,Retail,INR,1994,5.0,10.25,mar,1994,1994-95,360,1994-03,,,,,,,1994-03-15,0.6,564.4,31.4,16.7,515.9,0.3,,
1994-03-15,gujarat,cereals and tubers,Wheat,Retail,INR,1994,6.5,10.25,mar,1994,1994-95,360,1994-03,,,,,,,1994-03-15,0.0,1534.5,7.2,0.2,1525.1,2.1,,
1994-03-15,karnataka,cereals and tubers,Wheat,Retail,INR,1994,6.5,10.25,mar,1994,1994-95,360,1994-03,,,,,,,1994-03-15,,,,,,,,
1994-03-15,kerala,cereals and tubers,Wheat,Retail,INR,1994,10.0,10.25,mar,1994,1994-95,360,1994-03,,,,,,,1994-03-15,18.1,3410.8,51.4,313.9,2493.0,552.5,,
1994-03-15,maharashtra,cereals and tubers,Wheat,Retail,INR,1994,8.0,10.25,mar,1994,1994-95,360,1994-03,,,,,,,1994-03-15,0.6,1021.5,3.2,46.2,893.4,78.8,,
1994-03-15,meghalaya,cereals and tubers,Wheat,Retail,INR,1994,5.0,10.25,mar,1994,1994-95,360,1994-03,,,,,,,1994-03-15,157.2,2121.3,69.1,600.5,1273.4,178.3,,
1994-03-15,rajasthan,cereals and tubers,Wheat,Retail,INR,1994,4.8,10.25,mar,1994,1994-95,360,1994-03,,,,,,,1994-03-15,,,,,,,,
1994-03-15,telangana,cereals and tubers,Wheat,Retail,INR,1994,7.0,10.25,mar,1994,1994-95,360,1994-03,,,,,,,1994-03-15,0.0,975.7,21.1,41.8,733.6,179.2,,
1994-03-15,uttar pradesh,cereals and tubers,Wheat,Retail,INR,1994,5.25,10.25,mar,1994,1994-95,360,1994-03,,,,,,,1994-03-15,,,,,,,,
1994-04-15,delhi,cereals and tubers,Wheat,Retail,INR,1994,5.0,10.25,apr,1994,1994-95,360,1994-04,,,,,,,1994-04-15,7.6,564.4,31.4,16.7,515.9,0.3,,
1994-04-15,gujarat,cereals and tubers,Wheat,Retail,INR,1994,6.5,10.25,apr,1994,1994-95,360,1994-04,,,,,,,1994-04-15,0.1,1534.5,7.2,0.2,1525.1,2.1,,
1994-04-15,karnataka,cereals and tubers,Wheat,Retail,INR,1994,6.5,10.25,apr,1994,1994-95,360,1994-04,,,,,,,1994-04-15,,,,,,,,
1994-04-15,tamil nadu,cereals and tubers,Wheat,Retail,INR,1994,7.75,10.25,apr,1994,1994-95,360,1994-04,,,,,,,1994-04-15,48.3,905.9,34.6,120.5,264.2,486.6,,
1994-04-15,telangana,cereals and tubers,Wheat,Retail,INR,1994,6.7,10.25,apr,1994,1994-95,360,1994-04,,,,,,,1994-04-15,21.5,975.7,21.1,41.8,733.6,179.2,,
1994-05-15,delhi,cereals and tubers,Wheat,Retail,INR,1994,5.0,10.25,may,1994,1994-95,360,1994-05,,,,,,,1994-05-15,8.5,564.4,31.4,16.7,515.9,0.3,,
1994-05-15,gujarat,cereals and tubers,Wheat,Retail,INR,1994,6.4,10.25,may,1994,1994-95,360,1994-05,,,,,,,1994-05-15,0.0,1534.5,7.2,0.2,1525.1,2.1,,
1994-05-15,karnataka,cereals and tubers,Wheat,Retail,INR,1994,4.0,10.25,may,1994,1994-95,360,1994-05,,,,,,,1994-05-15,,,,,,,,
1994-05-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,1994,4.0,10.25,may,1994,1994-95,360,1994-05,,,,,,,1994-05-15,,,,,,,,
1994-05-15,maharashtra,cereals and tubers,Wheat,Retail,INR,1994,8.0,10.25,may,1994,1994-95,360,1994-05,,,,,,,1994-05-15,23.8,1021.5,3.2,46.2,893.4,78.8,,
1994-05-15,rajasthan,cereals and tubers,Wheat,Retail,INR,1994,4.25,10.25,may,1994,1994-95,360,1994-05,,,,,,,1994-05-15,,,,,,,,
1994-05-15,tamil nadu,cereals and tubers,Wheat,Retail,INR,1994,7.5,10.25,may,1994,1994-95,360,1994-05,,,,,,,1994-05-15,66.6,905.9,34.6,120.5,264.2,486.6,,
1994-05-15,telangana,cereals and tubers,Wheat,Retail,INR,1994,6.5,10.25,may,1994,1994-95,360,1994-05,,,,,,,1994-05-15,20.4,975.7,21.1,41.8,733.6,179.2,,
1994-06-15,delhi,cereals and tubers,Wheat,Retail,INR,1994,5.0,10.25,jun,1994,1994-95,360,1994-06,,,,,,,1994-06-15,51.3,564.4,31.4,16.7,515.9,0.3,,
1994-06-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,1994,3.8,10.25,jun,1994,1994-95,360,1994-06,,,,,,,1994-06-15,,,,,,,,
1994-06-15,maharashtra,cereals and tubers,Wheat,Retail,INR,1994,7.5,10.25,jun,1994,1994-95,360,1994-06,,,,,,,1994-06-15,253.2,1021.5,3.2,46.2,893.4,78.8,,
1994-06-15,rajasthan,cereals and tubers,Wheat,Retail,INR,1994,4.5,10.25,jun,1994,1994-95,360,1994-06,,,,,,,1994-06-15,,,,,,,,
1994-06-15,tamil nadu,cereals and tubers,Wheat,Retail,INR,1994,7.0,10.25,jun,1994,1994-95,360,1994-06,,,,,,,1994-06-15,38.6,905.9,34.6,120.5,264.2,486.6,,
1994-07-15,delhi,cereals and tubers,Wheat,Retail,INR,1994,5.0,10.25,jul,1994,1994-95,360,1994-07,,,,,,,1994-07-15,275.8,564.4,31.4,16.7,515.9,0.3,,
1994-07-15,kerala,cereals and tubers,Wheat,Retail,INR,1994,9.0,10.25,jul,1994,1994-95,360,1994-07,,,,,,,1994-07-15,955.5,3410.8,51.4,313.9,2493.0,552.5,,
1994-07-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,1994,4.0,10.25,jul,1994,1994-95,360,1994-07,,,,,,,1994-07-15,,,,,,,,
1994-07-15,orissa,cereals and tubers,Wheat,Retail,INR,1994,5.0,10.25,jul,1994,1994-95,360,1994-07,,,,,,,1994-07-15,474.0,1744.6,32.6,100.6,1529.9,81.5,,
1994-07-15,rajasthan,cereals and tubers,Wheat,Retail,INR,1994,4.5,10.25,jul,1994,1994-95,360,1994-07,,,,,,,1994-07-15,,,,,,,,
1994-07-15,tamil nadu,cereals and tubers,Wheat,Retail,INR,1994,7.0,10.25,jul,1994,1994-95,360,1994-07,,,,,,,1994-07-15,75.3,905.9,34.6,120.5,264.2,486.6,,
1994-07-15,west bengal,cereals and tubers,Wheat,Retail,INR,1994,5.5,10.25,jul,1994,1994-95,360,1994-07,,,,,,,1994-07-15,426.1,1530.8,72.6,169.0,1196.8,92.5,,
1994-08-15,delhi,cereals and tubers,Wheat,Retail,INR,1994,5.0,10.25,aug,1994,1994-95,360,1994-08,,,,,,,1994-08-15,160.6,564.4,31.4,16.7,515.9,0.3,,
1994-08-15,karnataka,cereals and tubers,Wheat,Retail,INR,1994,6.5,10.25,aug,1994,1994-95,360,1994-08,,,,,,,1994-08-15,,,,,,,,
1994-08-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,1994,4.1,10.25,aug,1994,1994-95,360,1994-08,,,,,,,1994-08-15,,,,,,,,
1994-08-15,maharashtra,cereals and tubers,Wheat,Retail,INR,1994,8.0,10.25,aug,1994,1994-95,360,1994-08,,,,,,,1994-08-15,188.4,1021.5,3.2,46.2,893.4,78.8,,
1994-08-15,meghalaya,cereals and tubers,Wheat,Retail,INR,1994,6.0,10.25,aug,1994,1994-95,360,1994-08,,,,,,,1994-08-15,308.7,2121.3,69.1,600.5,1273.4,178.3,,
1994-08-15,rajasthan,cereals and tubers,Wheat,Retail,INR,1994,4.5,10.25,aug,1994,1994-95,360,1994-08,,,,,,,1994-08-15,,,,,,,,
1994-08-15,tamil nadu,cereals and tubers,Wheat,Retail,INR,1994,7.0,10.25,aug,1994,1994-95,360,1994-08,,,,,,,1994-08-15,66.1,905.9,34.6,120.5,264.2,486.6,,
1994-08-15,west bengal,cereals and tubers,Wheat,Retail,INR,1994,5.5,10.25,aug,1994,1994-95,360,1994-08,,,,,,,1994-08-15,294.4,1530.8,72.6,169.0,1196.8,92.5,,
1994-09-15,delhi,cereals and tubers,Wheat,Retail,INR,1994,5.5,10.25,sep,1994,1994-95,360,1994-09,,,,,,,1994-09-15,28.2,564.4,31.4,16.7,515.9,0.3,,
1994-09-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,1994,4.25,10.25,sep,1994,1994-95,360,1994-09,,,,,,,1994-09-15,,,,,,,,
1994-09-15,maharashtra,cereals and tubers,Wheat,Retail,INR,1994,6.5,10.25,sep,1994,1994-95,360,1994-09,,,,,,,1994-09-15,118.9,1021.5,3.2,46.2,893.4,78.8,,
1994-09-15,rajasthan,cereals and tubers,Wheat,Retail,INR,1994,4.5,10.25,sep,1994,1994-95,360,1994-09,,,,,,,1994-09-15,,,,,,,,
1994-09-15,tamil nadu,cereals and tubers,Wheat,Retail,INR,1994,7.0,10.25,sep,1994,1994-95,360,1994-09,,,,,,,1994-09-15,84.2,905.9,34.6,120.5,264.2,486.6,,
1994-09-15,west bengal,cereals and tubers,Wheat,Retail,INR,1994,5.5,10.25,sep,1994,1994-95,360,1994-09,,,,,,,1994-09-15,166.1,1530.8,72.6,169.0,1196.8,92.5,,
1994-10-15,delhi,cereals and tubers,Wheat,Retail,INR,1994,5.5,10.25,oct,1994,1994-95,360,1994-10,,,,,,,1994-10-15,0.0,564.4,31.4,16.7,515.9,0.3,,
1994-10-15,karnataka,cereals and tubers,Wheat,Retail,INR,1994,7.0,10.25,oct,1994,1994-95,360,1994-10,,,,,,,1994-10-15,,,,,,,,
1994-10-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,1994,4.0,10.25,oct,1994,1994-95,360,1994-10,,,,,,,1994-10-15,,,,,,,,
1994-10-15,maharashtra,cereals and tubers,Wheat,Retail,INR,1994,6.5,10.25,oct,1994,1994-95,360,1994-10,,,,,,,1994-10-15,66.2,1021.5,3.2,46.2,893.4,78.8,,
1994-10-15,meghalaya,cereals and tubers,Wheat,Retail,INR,1994,6.0,10.25,oct,1994,1994-95,360,1994-10,,,,,,,1994-10-15,147.0,2121.3,69.1,600.5,1273.4,178.3,,
1994-10-15,orissa,cereals and tubers,Wheat,Retail,INR,1994,5.0,10.25,oct,1994,1994-95,360,1994-10,,,,,,,1994-10-15,69.1,1744.6,32.6,100.6,1529.9,81.5,,
1994-10-15,tamil nadu,cereals and tubers,Wheat,Retail,INR,1994,7.0,10.25,oct,1994,1994-95,360,1994-10,,,,,,,1994-10-15,230.6,905.9,34.6,120.5,264.2,486.6,,
1994-10-15,west bengal,cereals and tubers,Wheat,Retail,INR,1994,5.5,10.25,oct,1994,1994-95,360,1994-10,,,,,,,1994-10-15,82.9,1530.8,72.6,169.0,1196.8,92.5,,
1994-11-15,delhi,cereals and tubers,Wheat,Retail,INR,1994,5.5,10.25,nov,1994,1994-95,360,1994-11,,,,,,,1994-11-15,0.1,564.4,31.4,16.7,515.9,0.3,,
1994-11-15,gujarat,cereals and tubers,Wheat,Retail,INR,1994,6.5,10.25,nov,1994,1994-95,360,1994-11,,,,,,,1994-11-15,0.1,1534.5,7.2,0.2,1525.1,2.1,,
1994-11-15,karnataka,cereals and tubers,Wheat,Retail,INR,1994,6.5,10.25,nov,1994,1994-95,360,1994-11,,,,,,,1994-11-15,,,,,,,,
1994-11-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,1994,4.1,10.25,nov,1994,1994-95,360,1994-11,,,,,,,1994-11-15,,,,,,,,
1994-11-15,meghalaya,cereals and tubers,Wheat,Retail,INR,1994,6.0,10.25,nov,1994,1994-95,360,1994-11,,,,,,,1994-11-15,15.9,2121.3,69.1,600.5,1273.4,178.3,,
1994-11-15,orissa,cereals and tubers,Wheat,Retail,INR,1994,5.2,10.25,nov,1994,1994-95,360,1994-11,,,,,,,1994-11-15,12.3,1744.6,32.6,100.6,1529.9,81.5,,
1994-11-15,rajasthan,cereals and tubers,Wheat,Retail,INR,1994,4.6,10.25,nov,1994,1994-95,360,1994-11,,,,,,,1994-11-15,,,,,,,,
1994-11-15,tamil nadu,cereals and tubers,Wheat,Retail,INR,1994,7.0,10.25,nov,1994,1994-95,360,1994-11,,,,,,,1994-11-15,229.1,905.9,34.6,120.5,264.2,486.6,,
1994-11-15,telangana,cereals and tubers,Wheat,Retail,INR,1994,7.5,10.25,nov,1994,1994-95,360,1994-11,,,,,,,1994-11-15,36.2,975.7,21.1,41.8,733.6,179.2,,
1994-11-15,uttar pradesh,cereals and tubers,Wheat,Retail,INR,1994,4.9,10.25,nov,1994,1994-95,360,1994-11,,,,,,,1994-11-15,,,,,,,,
1994-11-15,west bengal,cereals and tubers,Wheat,Retail,INR,1994,5.5,10.25,nov,1994,1994-95,360,1994-11,,,,,,,1994-11-15,9.6,1530.8,72.6,169.0,1196.8,92.5,,
1994-12-15,bihar,cereals and tubers,Wheat,Retail,INR,1994,5.5,10.25,dec,1994,1994-95,360,1994-12,,,,,,,1994-12-15,1.2,969.4,57.5,40.7,832.8,38.5,,
1994-12-15,delhi,cereals and tubers,Wheat,Retail,INR,1994,5.5,10.25,dec,1994,1994-95,360,1994-12,,,,,,,1994-12-15,0.2,564.4,31.4,16.7,515.9,0.3,,
1994-12-15,gujarat,cereals and tubers,Wheat,Retail,INR,1994,6.9,10.25,dec,1994,1994-95,360,1994-12,,,,,,,1994-12-15,0.0,1534.5,7.2,0.2,1525.1,2.1,,
1994-12-15,karnataka,cereals and tubers,Wheat,Retail,INR,1994,6.0,10.25,dec,1994,1994-95,360,1994-12,,,,,,,1994-12-15,,,,,,,,
1994-12-15,kerala,cereals and tubers,Wheat,Retail,INR,1994,10.4,10.25,dec,1994,1994-95,360,1994-12,,,,,,,1994-12-15,6.5,3410.8,51.4,313.9,2493.0,552.5,,
1994-12-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,1994,4.5,10.25,dec,1994,1994-95,360,1994-12,,,,,,,1994-12-15,,,,,,,,
1994-12-15,maharashtra,cereals and tubers,Wheat,Retail,INR,1994,7.0,10.25,dec,1994,1994-95,360,1994-12,,,,,,,1994-12-15,0.0,1021.5,3.2,46.2,893.4,78.8,,
1994-12-15,meghalaya,cereals and tubers,Wheat,Retail,INR,1994,6.0,10.25,dec,1994,1994-95,360,1994-12,,,,,,,1994-12-15,15.4,2121.3,69.1,600.5,1273.4,178.3,,
1994-12-15,orissa,cereals and tubers,Wheat,Retail,INR,1994,5.2,10.25,dec,1994,1994-95,360,1994-12,,,,,,,1994-12-15,0.1,1744.6,32.6,100.6,1529.9,81.5,,
1994-12-15,rajasthan,cereals and tubers,Wheat,Retail,INR,1994,5.0,10.25,dec,1994,1994-95,360,1994-12,,,,,,,1994-12-15,,,,,,,,
1994-12-15,tamil nadu,cereals and tubers,Wheat,Retail,INR,1994,8.0,10.25,dec,1994,1994-95,360,1994-12,,,,,,,1994-12-15,27.0,905.9,34.6,120.5,264.2,486.6,,
1994-12-15,west bengal,cereals and tubers,Wheat,Retail,INR,1994,5.5,10.25,dec,1994,1994-95,360,1994-12,,,,,,,1994-12-15,0.0,1530.8,72.6,169.0,1196.8,92.5,,
1995-01-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,1995,4.5,10.22,jan,1994,1994-95,360,1995-01,,,,,,,1995-01-15,,,,,,,,
1995-01-15,maharashtra,cereals and tubers,Wheat,Retail,INR,1995,6.5,10.22,jan,1994,1994-95,360,1995-01,,,,,,,1995-01-15,20.0,776.4,20.3,36.0,593.7,126.4,,
1995-01-15,orissa,cereals and tubers,Wheat,Retail,INR,1995,5.2,10.22,jan,1994,1994-95,360,1995-01,,,,,,,1995-01-15,50.1,1614.0,67.7,337.7,954.3,254.3,,
1995-01-15,rajasthan,cereals and tubers,Wheat,Retail,INR,1995,5.0,10.22,jan,1994,1994-95,360,1995-01,,,,,,,1995-01-15,,,,,,,,
1995-01-15,uttar pradesh,cereals and tubers,Wheat,Retail,INR,1995,4.8,10.22,jan,1994,1994-95,360,1995-01,,,,,,,1995-01-15,,,,,,,,
1995-01-15,west bengal,cereals and tubers,Wheat,Retail,INR,1995,5.5,10.22,jan,1994,1994-95,360,1995-01,,,,,,,1995-01-15,20.2,1936.0,50.3,221.7,1411.0,253.1,,
1995-02-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,1995,4.5,10.22,feb,1994,1994-95,360,1995-02,,,,,,,1995-02-15,,,,,,,,
1995-02-15,maharashtra,cereals and tubers,Wheat,Retail,INR,1995,6.0,10.22,feb,1994,1994-95,360,1995-02,,,,,,,1995-02-15,0.2,776.4,20.3,36.0,593.7,126.4,,
1995-02-15,orissa,cereals and tubers,Wheat,Retail,INR,1995,5.2,10.22,feb,1994,1994-95,360,1995-02,,,,,,,1995-02-15,17.6,1614.0,67.7,337.7,954.3,254.3,,
1995-02-15,tamil nadu,cereals and tubers,Wheat,Retail,INR,1995,8.2,10.22,feb,1994,1994-95,360,1995-02,,,,,,,1995-02-15,3.3,843.4,27.1,195.2,366.4,254.7,,
1995-02-15,uttar pradesh,cereals and tubers,Wheat,Retail,INR,1995,4.5,10.22,feb,1994,1994-95,360,1995-02,,,,,,,1995-02-15,,,,,,,,
1995-02-15,west bengal,cereals and tubers,Wheat,Retail,INR,1995,5.3,10.22,feb,1994,1994-95,360,1995-02,,,,,,,1995-02-15,30.1,1936.0,50.3,221.7,1411.0,253.1,,
1995-03-15,maharashtra,cereals and tubers,Wheat,Retail,INR,1995,6.0,10.22,mar,1995,1995-96,380,1995-03,,,,,,,1995-03-15,5.4,776.4,20.3,36.0,593.7,126.4,,
1995-03-15,orissa,cereals and tubers,Wheat,Retail,INR,1995,5.2,10.22,mar,1995,1995-96,380,1995-03,,,,,,,1995-03-15,21.1,1614.0,67.7,337.7,954.3,254.3,,
1995-03-15,rajasthan,cereals and tubers,Wheat,Retail,INR,1995,5.0,10.22,mar,1995,1995-96,380,1995-03,,,,,,,1995-03-15,,,,,,,,
1995-03-15,tamil nadu,cereals and tubers,Wheat,Retail,INR,1995,7.5,10.22,mar,1995,1995-96,380,1995-03,,,,,,,1995-03-15,16.7,843.4,27.1,195.2,366.4,254.7,,
1995-03-15,west bengal,cereals and tubers,Wheat,Retail,INR,1995,5.5,10.22,mar,1995,1995-96,380,1995-03,,,,,,,1995-03-15,8.7,1936.0,50.3,221.7,1411.0,253.1,,
1995-04-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,1995,4.1,10.22,apr,1995,1995-96,380,1995-04,,,,,,,1995-04-15,,,,,,,,
1995-04-15,orissa,cereals and tubers,Wheat,Retail,INR,1995,5.2,10.22,apr,1995,1995-96,380,1995-04,,,,,,,1995-04-15,23.6,1614.0,67.7,337.7,954.3,254.3,,
1995-04-15,rajasthan,cereals and tubers,Wheat,Retail,INR,1995,4.5,10.22,apr,1995,1995-96,380,1995-04,,,,,,,1995-04-15,,,,,,,,
1995-04-15,tamil nadu,cereals and tubers,Wheat,Retail,INR,1995,7.5,10.22,apr,1995,1995-96,380,1995-04,,,,,,,1995-04-15,39.5,843.4,27.1,195.2,366.4,254.7,,
1995-04-15,west bengal,cereals and tubers,Wheat,Retail,INR,1995,5.5,10.22,apr,1995,1995-96,380,1995-04,,,,,,,1995-04-15,10.1,1936.0,50.3,221.7,1411.0,253.1,,
1995-05-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,1995,3.9,10.22,may,1995,1995-96,380,1995-05,,,,,,,1995-05-15,,,,,,,,
1995-05-15,maharashtra,cereals and tubers,Wheat,Retail,INR,1995,7.0,10.22,may,1995,1995-96,380,1995-05,,,,,,,1995-05-15,24.0,776.4,20.3,36.0,593.7,126.4,,
1995-05-15,meghalaya,cereals and tubers,Wheat,Retail,INR,1995,6.0,10.22,may,1995,1995-96,380,1995-05,,,,,,,1995-05-15,299.1,2886.1,48.5,486.8,2169.0,181.8,,
1995-05-15,orissa,cereals and tubers,Wheat,Retail,INR,1995,5.2,10.22,may,1995,1995-96,380,1995-05,,,,,,,1995-05-15,293.0,1614.0,67.7,337.7,954.3,254.3,,
1995-05-15,tamil nadu,cereals and tubers,Wheat,Retail,INR,1995,7.5,10.22,may,1995,1995-96,380,1995-05,,,,,,,1995-05-15,139.0,843.4,27.1,195.2,366.4,254.7,,
1995-05-15,uttar pradesh,cereals and tubers,Wheat,Retail,INR,1995,4.0,10.22,may,1995,1995-96,380,1995-05,,,,,,,1995-05-15,,,,,,,,
1995-05-15,west bengal,cereals and tubers,Wheat,Retail,INR,1995,5.5,10.22,may,1995,1995-96,380,1995-05,,,,,,,1995-05-15,202.9,1936.0,50.3,221.7,1411.0,253.1,,
1995-06-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,1995,4.5,10.22,jun,1995,1995-96,380,1995-06,,,,,,,1995-06-15,,,,,,,,
1995-06-15,maharashtra,cereals and tubers,Wheat,Retail,INR,1995,7.0,10.22,jun,1995,1995-96,380,1995-06,,,,,,,1995-06-15,63.6,776.4,20.3,36.0,593.7,126.4,,
1995-06-15,meghalaya,cereals and tubers,Wheat,Retail,INR,1995,4.0,10.22,jun,1995,1995-96,380,1995-06,,,,,,,1995-06-15,663.3,2886.1,48.5,486.8,2169.0,181.8,,
1995-06-15,orissa,cereals and tubers,Wheat,Retail,INR,1995,5.2,10.22,jun,1995,1995-96,380,1995-06,,,,,,,1995-06-15,112.3,1614.0,67.7,337.7,954.3,254.3,,
1995-06-15,tamil nadu,cereals and tubers,Wheat,Retail,INR,1995,8.0,10.22,jun,1995,1995-96,380,1995-06,,,,,,,1995-06-15,64.6,843.4,27.1,195.2,366.4,254.7,,
1995-06-15,uttar pradesh,cereals and tubers,Wheat,Retail,INR,1995,4.0,10.22,jun,1995,1995-96,380,1995-06,,,,,,,1995-06-15,,,,,,,,
1995-06-15,west bengal,cereals and tubers,Wheat,Retail,INR,1995,5.5,10.22,jun,1995,1995-96,380,1995-06,,,,,,,1995-06-15,185.4,1936.0,50.3,221.7,1411.0,253.1,,
1995-07-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,1995,4.3,10.22,jul,1995,1995-96,380,1995-07,,,,,,,1995-07-15,,,,,,,,
1995-07-15,maharashtra,cereals and tubers,Wheat,Retail,INR,1995,6.5,10.22,jul,1995,1995-96,380,1995-07,,,,,,,1995-07-15,253.1,776.4,20.3,36.0,593.7,126.4,,
1995-07-15,orissa,cereals and tubers,Wheat,Retail,INR,1995,5.0,10.22,jul,1995,1995-96,380,1995-07,,,,,,,1995-07-15,322.6,1614.0,67.7,337.7,954.3,254.3,,
1995-07-15,rajasthan,cereals and tubers,Wheat,Retail,INR,1995,4.5,10.22,jul,1995,1995-96,380,1995-07,,,,,,,1995-07-15,,,,,,,,
1995-07-15,tamil nadu,cereals and tubers,Wheat,Retail,INR,1995,7.5,10.22,jul,1995,1995-96,380,1995-07,,,,,,,1995-07-15,86.7,843.4,27.1,195.2,366.4,254.7,,
1995-07-15,west bengal,cereals and tubers,Wheat,Retail,INR,1995,5.5,10.22,jul,1995,1995-96,380,1995-07,,,,,,,1995-07-15,401.1,1936.0,50.3,221.7,1411.0,253.1,,
1995-08-15,maharashtra,cereals and tubers,Wheat,Retail,INR,1995,6.5,10.22,aug,1995,1995-96,380,1995-08,,,,,,,1995-08-15,82.7,776.4,20.3,36.0,593.7,126.4,,
1995-08-15,meghalaya,cereals and tubers,Wheat,Retail,INR,1995,7.0,10.22,aug,1995,1995-96,380,1995-08,,,,,,,1995-08-15,543.3,2886.1,48.5,486.8,2169.0,181.8,,
1995-08-15,rajasthan,cereals and tubers,Wheat,Retail,INR,1995,5.0,10.22,aug,1995,1995-96,380,1995-08,,,,,,,1995-08-15,,,,,,,,
1995-08-15,tamil nadu,cereals and tubers,Wheat,Retail,INR,1995,7.5,10.22,aug,1995,1995-96,380,1995-08,,,,,,,1995-08-15,121.1,843.4,27.1,195.2,366.4,254.7,,
1995-08-15,west bengal,cereals and tubers,Wheat,Retail,INR,1995,5.5,10.22,aug,1995,1995-96,380,1995-08,,,,,,,1995-08-15,413.0,1936.0,50.3,221.7,1411.0,253.1,,
1995-09-15,madhya pradesh,cereals and tubers,Wheat,Retail,INR,1995,4.5,10.22,sep,1995,1995-96,380,1995-09,,,,,,,1995-09-15,,,,,,,,
1995-09-15,maharashtra,cereals and tubers,Wheat,Retail,INR,1995,6.5,10.22,sep,1995,1995-96,380,1995-09,,,,,,,1995-09-15,194.3,776.4,20.3,36.0,593.7,126.4,,
1995-09-15,meghalaya,cereals and tubers,Wheat,Retail,INR,1995,7.0,10.22,sep,1995,1995-96,380,1995-09,,,,,,,1995-09-15,404.0,2886.1,48.5,486.8,2169.0,181.8,,
1995-09-15,rajasthan,cereals and tubers,Wheat,Retail,INR,1995,5.25,10.22,sep,1995,1995-96,380,1995-09,,,,,,,1995-09-15,,,,,,,,
1995-09-15,tamil nadu,cereals and tubers,Wheat,Retail,INR,1995,7.5,10.22,sep,1995,1995-96,380,1995-09,,,,,,,1995-09-15,94.0,843.4,27.1,195.2,366.4,254.7,,
1995-09-15,uttar pradesh,cereals and tubers,Wheat,Retail,INR,1995,4.7,10.22,sep,1995,1995-96,380,1995-09,,,,,,,1995-09-15,,,,,,,,
1995-10-15,maharashtra,cereals and tubers,Wheat,Retail,INR,1995,8.0,10.22,oct,1995,1995-96,380,1995-10,,,,,,,1995-10-15,121.5,776.4,20.3,36.0,593.7,126.4,,
