date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
15-01-1994,Delhi,Delhi,Delhi,934,28.67,77.22,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5,0.16
15-01-1994,Karnataka,Bangalore Urban,Bengaluru,926,12.96,77.58,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7,0.22
15-01-1994,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.5,0.14
15-02-1994,Delhi,Delhi,Delhi,934,28.67,77.22,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.2,0.17
15-02-1994,Gujarat,Ahmadabad,Ahmedabad,923,23.03,72.62,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6,0.19
15-02-1994,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.6,0.15
15-02-1994,Maharashtra,Mumbai city,Mumbai,955,18.98,72.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,8,0.26
15-02-1994,Tamil Nadu,Chennai,Chennai,931,13.08,80.28,cereals and tubers,Wheat,84,KG,actual,Retail,INR,8,0.26
15-02-1994,Telangana,Hyderabad,Hyderabad,941,17.38,78.47,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7.2,0.23
15-03-1994,Gujarat,Ahmadabad,Ahmedabad,923,23.03,72.62,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6.5,0.21
15-03-1994,Karnataka,Bangalore Urban,Bengaluru,926,12.96,77.58,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6.5,0.21
15-03-1994,Kerala,Thiruvananthapuram,Tiruvanantapuram,968,8.51,76.96,cereals and tubers,Wheat,84,KG,actual,Retail,INR,10,0.32
15-03-1994,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4,0.13
15-03-1994,Meghalaya,East Khasi Hills,Shillong,962,25.58,91.87,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5,0.16
15-03-1994,Tamil Nadu,Chennai,Chennai,931,13.08,80.28,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7.5,0.24
15-03-1994,Telangana,Hyderabad,Hyderabad,941,17.38,78.47,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7,0.22
15-03-1994,Uttar Pradesh,Lucknow,Lucknow,952,26.85,80.92,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.25,0.17
15-04-1994,Delhi,Delhi,Delhi,934,28.67,77.22,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5,0.16
15-04-1994,Gujarat,Ahmadabad,Ahmedabad,923,23.03,72.62,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6.5,0.21
15-04-1994,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4,0.13
15-04-1994,Maharashtra,Mumbai city,Mumbai,955,18.98,72.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,8,0.26
15-04-1994,Rajasthan,Bikaner,Jaipur,944,28.88,74.07,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.25,0.14
15-04-1994,Telangana,Hyderabad,Hyderabad,941,17.38,78.47,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6.7,0.21
15-05-1994,Gujarat,Ahmadabad,Ahmedabad,923,23.03,72.62,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6.4,0.2
15-05-1994,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4,0.13
15-05-1994,Maharashtra,Mumbai city,Mumbai,955,18.98,72.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,8,0.26
15-05-1994,Rajasthan,Bikaner,Jaipur,944,28.88,74.07,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.25,0.14
15-05-1994,Telangana,Hyderabad,Hyderabad,941,17.38,78.47,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6.5,0.21
15-06-1994,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,3.8,0.12
15-06-1994,Maharashtra,Mumbai city,Mumbai,955,18.98,72.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7.5,0.24
15-06-1994,Rajasthan,Bikaner,Jaipur,944,28.88,74.07,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.5,0.14
15-06-1994,Tamil Nadu,Chennai,Chennai,931,13.08,80.28,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7,0.22
15-07-1994,Delhi,Delhi,Delhi,934,28.67,77.22,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5,0.16
15-07-1994,Kerala,Thiruvananthapuram,Tiruvanantapuram,968,8.51,76.96,cereals and tubers,Wheat,84,KG,actual,Retail,INR,9,0.29
15-07-1994,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4,0.13
15-07-1994,Maharashtra,Mumbai city,Mumbai,955,18.98,72.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6.5,0.21
15-07-1994,Orissa,Khordha,Bhubaneshwar,929,20.23,85.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5,0.16
15-07-1994,Rajasthan,Bikaner,Jaipur,944,28.88,74.07,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.5,0.14
15-07-1994,Tamil Nadu,Chennai,Chennai,931,13.08,80.28,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7,0.22
15-07-1994,Telangana,Hyderabad,Hyderabad,941,17.38,78.47,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6.5,0.21
15-07-1994,West Bengal,Kolkata,Kolkata,950,22.57,88.37,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.18
15-08-1994,Karnataka,Bangalore Urban,Bengaluru,926,12.96,77.58,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6.5,0.21
15-08-1994,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.1,0.13
15-08-1994,Maharashtra,Mumbai city,Mumbai,955,18.98,72.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,8,0.26
15-08-1994,Meghalaya,East Khasi Hills,Shillong,962,25.58,91.87,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6,0.19
15-08-1994,Rajasthan,Bikaner,Jaipur,944,28.88,74.07,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.5,0.14
15-08-1994,Tamil Nadu,Chennai,Chennai,931,13.08,80.28,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7,0.22
15-08-1994,Telangana,Hyderabad,Hyderabad,941,17.38,78.47,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6.5,0.21
15-08-1994,West Bengal,Kolkata,Kolkata,950,22.57,88.37,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.18
15-09-1994,Delhi,Delhi,Delhi,934,28.67,77.22,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.18
15-09-1994,Gujarat,Ahmadabad,Ahmedabad,923,23.03,72.62,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6,0.19
15-09-1994,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.25,0.14
15-09-1994,Orissa,Khordha,Bhubaneshwar,929,20.23,85.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5,0.16
15-09-1994,Rajasthan,Bikaner,Jaipur,944,28.88,74.07,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.5,0.14
15-09-1994,Tamil Nadu,Chennai,Chennai,931,13.08,80.28,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7,0.22
15-09-1994,West Bengal,Kolkata,Kolkata,950,22.57,88.37,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.18
15-10-1994,Delhi,Delhi,Delhi,934,28.67,77.22,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.18
15-10-1994,Karnataka,Bangalore Urban,Bengaluru,926,12.96,77.58,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7,0.22
15-10-1994,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4,0.13
15-10-1994,Maharashtra,Mumbai city,Mumbai,955,18.98,72.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6.5,0.21
15-10-1994,Meghalaya,East Khasi Hills,Shillong,962,25.58,91.87,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6,0.19
15-10-1994,Tamil Nadu,Chennai,Chennai,931,13.08,80.28,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7,0.22
15-10-1994,Telangana,Hyderabad,Hyderabad,941,17.38,78.47,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7,0.22
15-10-1994,West Bengal,Kolkata,Kolkata,950,22.57,88.37,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.18
15-11-1994,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.1,0.13
15-11-1994,Maharashtra,Mumbai city,Mumbai,955,18.98,72.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6.5,0.21
15-11-1994,Meghalaya,East Khasi Hills,Shillong,962,25.58,91.87,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6,0.19
15-11-1994,Orissa,Khordha,Bhubaneshwar,929,20.23,85.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.2,0.17
15-11-1994,Rajasthan,Bikaner,Jaipur,944,28.88,74.07,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.6,0.15
15-11-1994,Tamil Nadu,Chennai,Chennai,931,13.08,80.28,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7,0.22
15-11-1994,Telangana,Hyderabad,Hyderabad,941,17.38,78.47,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7.5,0.24
15-11-1994,Uttar Pradesh,Lucknow,Lucknow,952,26.85,80.92,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.9,0.16
15-12-1994,Bihar,Patna,Patna,957,25.6,85.12,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.18
15-12-1994,Delhi,Delhi,Delhi,934,28.67,77.22,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.18
15-12-1994,Karnataka,Bangalore Urban,Bengaluru,926,12.96,77.58,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6,0.19
15-12-1994,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.5,0.14
15-12-1994,Maharashtra,Mumbai city,Mumbai,955,18.98,72.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7,0.22
15-12-1994,Meghalaya,East Khasi Hills,Shillong,962,25.58,91.87,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6,0.19
15-12-1994,Orissa,Khordha,Bhubaneshwar,929,20.23,85.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.2,0.17
15-12-1994,Rajasthan,Bikaner,Jaipur,944,28.88,74.07,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5,0.16
15-12-1994,Tamil Nadu,Chennai,Chennai,931,13.08,80.28,cereals and tubers,Wheat,84,KG,actual,Retail,INR,8,0.26
15-12-1994,Telangana,Hyderabad,Hyderabad,941,17.38,78.47,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7,0.22
15-12-1994,West Bengal,Kolkata,Kolkata,950,22.57,88.37,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.18
15-01-1995,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.5,0.14
15-01-1995,Maharashtra,Mumbai city,Mumbai,955,18.98,72.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6.5,0.21
15-01-1995,Orissa,Khordha,Bhubaneshwar,929,20.23,85.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.2,0.17
15-01-1995,Rajasthan,Bikaner,Jaipur,944,28.88,74.07,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5,0.16
15-01-1995,Uttar Pradesh,Lucknow,Lucknow,952,26.85,80.92,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.8,0.15
15-02-1995,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.5,0.14
15-02-1995,Maharashtra,Mumbai city,Mumbai,955,18.98,72.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6,0.19
15-02-1995,Tamil Nadu,Chennai,Chennai,931,13.08,80.28,cereals and tubers,Wheat,84,KG,actual,Retail,INR,8.2,0.26
15-02-1995,Uttar Pradesh,Lucknow,Lucknow,952,26.85,80.92,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.5,0.14
15-03-1995,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.25,0.14
15-03-1995,Rajasthan,Bikaner,Jaipur,944,28.88,74.07,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5,0.16
15-03-1995,Tamil Nadu,Chennai,Chennai,931,13.08,80.28,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7.5,0.24
15-03-1995,West Bengal,Kolkata,Kolkata,950,22.57,88.37,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.18
15-04-1995,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.1,0.13
15-04-1995,Maharashtra,Mumbai city,Mumbai,955,18.98,72.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,8,0.26
15-04-1995,Meghalaya,East Khasi Hills,Shillong,962,25.58,91.87,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6,0.19
15-04-1995,Orissa,Khordha,Bhubaneshwar,929,20.23,85.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.2,0.17
15-04-1995,Rajasthan,Bikaner,Jaipur,944,28.88,74.07,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.5,0.14
15-04-1995,West Bengal,Kolkata,Kolkata,950,22.57,88.37,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.18
15-05-1995,Maharashtra,Mumbai city,Mumbai,955,18.98,72.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7,0.22
15-05-1995,Orissa,Khordha,Bhubaneshwar,929,20.23,85.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.2,0.17
15-05-1995,Rajasthan,Bikaner,Jaipur,944,28.88,74.07,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.15,0.13
15-05-1995,Uttar Pradesh,Lucknow,Lucknow,952,26.85,80.92,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4,0.13
15-05-1995,West Bengal,Kolkata,Kolkata,950,22.57,88.37,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.17
15-06-1995,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.5,0.14
15-06-1995,Maharashtra,Mumbai city,Mumbai,955,18.98,72.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7,0.22
15-06-1995,Rajasthan,Bikaner,Jaipur,944,28.88,74.07,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4,0.13
15-06-1995,Tamil Nadu,Chennai,Chennai,931,13.08,80.28,cereals and tubers,Wheat,84,KG,actual,Retail,INR,8,0.26
15-06-1995,Uttar Pradesh,Lucknow,Lucknow,952,26.85,80.92,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4,0.13
15-06-1995,West Bengal,Kolkata,Kolkata,950,22.57,88.37,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.18
15-07-1995,Orissa,Khordha,Bhubaneshwar,929,20.23,85.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5,0.16
15-07-1995,Rajasthan,Bikaner,Jaipur,944,28.88,74.07,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.5,0.14
15-07-1995,West Bengal,Kolkata,Kolkata,950,22.57,88.37,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.18
15-08-1995,Meghalaya,East Khasi Hills,Shillong,962,25.58,91.87,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7,0.22
15-08-1995,Rajasthan,Bikaner,Jaipur,944,28.88,74.07,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5,0.16
15-08-1995,West Bengal,Kolkata,Kolkata,950,22.57,88.37,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.17
15-09-1995,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.5,0.13
15-09-1995,Rajasthan,Bikaner,Jaipur,944,28.88,74.07,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.25,0.16
15-09-1995,Tamil Nadu,Chennai,Chennai,931,13.08,80.28,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7.5,0.22
15-09-1995,Uttar Pradesh,Lucknow,Lucknow,952,26.85,80.92,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.7,0.14
15-10-1995,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.3,0.13
15-10-1995,Maharashtra,Mumbai city,Mumbai,955,18.98,72.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,8,0.23
15-10-1995,Meghalaya,East Khasi Hills,Shillong,962,25.58,91.87,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7,0.2
15-10-1995,Rajasthan,Bikaner,Jaipur,944,28.88,74.07,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5,0.15
15-10-1995,West Bengal,Kolkata,Kolkata,950,22.57,88.37,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.16
15-11-1995,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.5,0.13
15-11-1995,Meghalaya,East Khasi Hills,Shillong,962,25.58,91.87,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6.5,0.19
15-11-1995,Rajasthan,Bikaner,Jaipur,944,28.88,74.07,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.1,0.15
15-11-1995,Tamil Nadu,Chennai,Chennai,931,13.08,80.28,cereals and tubers,Wheat,84,KG,actual,Retail,INR,8,0.23
15-11-1995,Uttar Pradesh,Lucknow,Lucknow,952,26.85,80.92,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.75,0.14
15-11-1995,West Bengal,Kolkata,Kolkata,950,22.57,88.37,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.16
15-12-1995,Kerala,Thiruvananthapuram,Tiruvanantapuram,968,8.51,76.96,cereals and tubers,Wheat,84,KG,actual,Retail,INR,9.5,0.27
15-12-1995,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.75,0.14
15-12-1995,Maharashtra,Mumbai city,Mumbai,955,18.98,72.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,8,0.23
15-12-1995,Meghalaya,East Khasi Hills,Shillong,962,25.58,91.87,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6.5,0.19
15-12-1995,Uttar Pradesh,Lucknow,Lucknow,952,26.85,80.92,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.75,0.14
15-01-1996,Delhi,Delhi,Delhi,934,28.67,77.22,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.15
15-01-1996,Gujarat,Ahmadabad,Ahmedabad,923,23.03,72.62,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6.8,0.19
15-01-1996,Karnataka,Bangalore Urban,Bengaluru,926,12.96,77.58,cereals and tubers,Wheat,84,KG,actual,Retail,INR,8,0.22
15-01-1996,Kerala,Thiruvananthapuram,Tiruvanantapuram,968,8.51,76.96,cereals and tubers,Wheat,84,KG,actual,Retail,INR,9,0.25
15-01-1996,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5,0.14
15-01-1996,Meghalaya,East Khasi Hills,Shillong,962,25.58,91.87,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7,0.2
15-01-1996,Tamil Nadu,Chennai,Chennai,931,13.08,80.28,cereals and tubers,Wheat,84,KG,actual,Retail,INR,8.5,0.24
15-01-1996,Uttar Pradesh,Lucknow,Lucknow,952,26.85,80.92,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.6,0.13
15-01-1996,West Bengal,Kolkata,Kolkata,950,22.57,88.37,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.15
15-02-1996,Bihar,Patna,Patna,957,25.6,85.12,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6,0.16
15-02-1996,Delhi,Delhi,Delhi,934,28.67,77.22,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.75,0.16
15-02-1996,Gujarat,Ahmadabad,Ahmedabad,923,23.03,72.62,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6.6,0.18
15-02-1996,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.5,0.12
15-02-1996,Meghalaya,East Khasi Hills,Shillong,962,25.58,91.87,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7,0.19
15-02-1996,Rajasthan,Bikaner,Jaipur,944,28.88,74.07,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.75,0.16
15-02-1996,Tamil Nadu,Chennai,Chennai,931,13.08,80.28,cereals and tubers,Wheat,84,KG,actual,Retail,INR,8.5,0.23
15-02-1996,Telangana,Hyderabad,Hyderabad,941,17.38,78.47,cereals and tubers,Wheat,84,KG,actual,Retail,INR,8,0.22
15-02-1996,Uttar Pradesh,Lucknow,Lucknow,952,26.85,80.92,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.75,0.13
15-02-1996,West Bengal,Kolkata,Kolkata,950,22.57,88.37,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.15
15-03-1996,Bihar,Patna,Patna,957,25.6,85.12,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6,0.18
15-03-1996,Delhi,Delhi,Delhi,934,28.67,77.22,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.75,0.17
15-03-1996,Karnataka,Bangalore Urban,Bengaluru,926,12.96,77.58,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7.75,0.23
15-03-1996,Kerala,Thiruvananthapuram,Tiruvanantapuram,968,8.51,76.96,cereals and tubers,Wheat,84,KG,actual,Retail,INR,9,0.26
15-03-1996,Maharashtra,Mumbai city,Mumbai,955,18.98,72.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,8,0.24
15-03-1996,Rajasthan,Bikaner,Jaipur,944,28.88,74.07,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6,0.18
15-03-1996,Tamil Nadu,Chennai,Chennai,931,13.08,80.28,cereals and tubers,Wheat,84,KG,actual,Retail,INR,8.5,0.25
15-03-1996,West Bengal,Kolkata,Kolkata,950,22.57,88.37,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.16
15-04-1996,Bihar,Patna,Patna,957,25.6,85.12,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6,0.18
15-04-1996,Delhi,Delhi,Delhi,934,28.67,77.22,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.75,0.17
15-04-1996,Gujarat,Ahmadabad,Ahmedabad,923,23.03,72.62,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7.4,0.22
15-04-1996,Kerala,Thiruvananthapuram,Tiruvanantapuram,968,8.51,76.96,cereals and tubers,Wheat,84,KG,actual,Retail,INR,9,0.26
15-04-1996,Maharashtra,Mumbai city,Mumbai,955,18.98,72.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,8,0.23
15-04-1996,Rajasthan,Bikaner,Jaipur,944,28.88,74.07,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.7,0.14
15-04-1996,Tamil Nadu,Chennai,Chennai,931,13.08,80.28,cereals and tubers,Wheat,84,KG,actual,Retail,INR,8.5,0.25
15-04-1996,Telangana,Hyderabad,Hyderabad,941,17.38,78.47,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7.5,0.22
15-04-1996,Uttar Pradesh,Lucknow,Lucknow,952,26.85,80.92,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.8,0.14
15-04-1996,West Bengal,Kolkata,Kolkata,950,22.57,88.37,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.16
15-05-1996,Bihar,Patna,Patna,957,25.6,85.12,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6,0.17
15-05-1996,Delhi,Delhi,Delhi,934,28.67,77.22,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.75,0.17
15-05-1996,Karnataka,Bangalore Urban,Bengaluru,926,12.96,77.58,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7.9,0.23
15-05-1996,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.16
15-05-1996,Maharashtra,Mumbai city,Mumbai,955,18.98,72.83,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7,0.2
15-05-1996,Meghalaya,East Khasi Hills,Shillong,962,25.58,91.87,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7,0.2
15-05-1996,Telangana,Hyderabad,Hyderabad,941,17.38,78.47,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7,0.2
15-05-1996,West Bengal,Kolkata,Kolkata,950,22.57,88.37,cereals and tubers,Wheat,84,KG,actual,Retail,INR,4.35,0.13
15-06-1996,Delhi,Delhi,Delhi,934,28.67,77.22,cereals and tubers,Wheat,84,KG,actual,Retail,INR,6,0.17
15-06-1996,Gujarat,Ahmadabad,Ahmedabad,923,23.03,72.62,cereals and tubers,Wheat,84,KG,actual,Retail,INR,7.5,0.22
15-06-1996,Karnataka,Bangalore Urban,Bengaluru,926,12.96,77.58,cereals and tubers,Wheat,84,KG,actual,Retail,INR,9,0.26
15-06-1996,Kerala,Thiruvananthapuram,Tiruvanantapuram,968,8.51,76.96,cereals and tubers,Wheat,84,KG,actual,Retail,INR,9.5,0.27
15-06-1996,Madhya Pradesh,Bhopal,Bhopal,928,23.27,77.4,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.16
15-06-1996,Rajasthan,Bikaner,Jaipur,944,28.88,74.07,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.16
15-06-1996,Tamil Nadu,Chennai,Chennai,931,13.08,80.28,cereals and tubers,Wheat,84,KG,actual,Retail,INR,8.25,0.24
15-06-1996,Uttar Pradesh,Lucknow,Lucknow,952,26.85,80.92,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.16
15-06-1996,West Bengal,Kolkata,Kolkata,950,22.57,88.37,cereals and tubers,Wheat,84,KG,actual,Retail,INR,5.5,0.16
